976,1
1224,2
1239,3
32066,4
201174,5
1117,6
544448,7
203691,8
200918,9
74201,10
821,20
246787,30
2528203,31
214856,32
818,33
208479,34
2093856,35
2109690,36
536231,37
39488,38
28132,39
837,40
28123,41
28118,42
39491,43
853,44
2109691,45
649756,46
1297617,47
43305,48
1492,49
239935,50
292800,51
370801,52
133926,53
351091,54
459786,55
2144175,56
501571,57
185008,58
1301,59
29466,60
1386,61
1578,62
1350,63
74426,64
1736,65
39485,66
1357,67
1243,68
1678,69
29322,70
84112,71
46255,72
1253,73
817,74
166486,75
301301,76
1912897,77
1322,78
435591,79
1685,80
1351,81
44008,82
1352,83
1354,84
216816,85
1681,86
35760,87
1689,88
1680,89
502558,90
838,91
1743,92
571,93
1382,94
585,95
905,96
907,97
244366,98
570,99
971,100
851,101
544,102
1279,103
848,104
197,105
286,106
28901,107
562,108
357276,109
28116,110
